index	block_id	shape_family	x	y	z
381	rechiseled:coal_block_rotated_bricks_connecting	full	-171	100	-153
382	rechiseled:coal_block_rotated_bricks_slab_connecting	slab	-168	100	-153
383	rechiseled:coal_block_rotated_bricks_stairs_connecting	stairs	-165	100	-153
384	rechiseled:coal_block_small_tiles_connecting	full	-162	100	-153
385	rechiseled:coal_block_small_tiles_slab_connecting	slab	-159	100	-153
386	rechiseled:coal_block_small_tiles_stairs_connecting	stairs	-156	100	-153
387	rechiseled:coal_block_stripes_connecting	full	-153	100	-153
388	rechiseled:coal_block_stripes_slab_connecting	slab	-150	100	-153
389	rechiseled:coal_block_stripes_stairs_connecting	stairs	-147	100	-153
390	rechiseled:cobbled_deepslate_beams_connecting	full	-144	100	-153
391	rechiseled:cobbled_deepslate_beams_slab_connecting	slab	-141	100	-153
392	rechiseled:cobbled_deepslate_beams_stairs_connecting	stairs	-138	100	-153
393	rechiseled:cobbled_deepslate_brick_pattern_connecting	full	-135	100	-153
394	rechiseled:cobbled_deepslate_brick_pattern_slab_connecting	slab	-132	100	-153
395	rechiseled:cobbled_deepslate_brick_pattern_stairs_connecting	stairs	-129	100	-153
396	rechiseled:cobbled_deepslate_brick_paving_connecting	full	-126	100	-153
397	rechiseled:cobbled_deepslate_brick_paving_slab_connecting	slab	-123	100	-153
398	rechiseled:cobbled_deepslate_brick_paving_stairs_connecting	stairs	-120	100	-153
399	rechiseled:cobbled_deepslate_bricks_connecting	full	-117	100	-153
400	rechiseled:cobbled_deepslate_bricks_slab_connecting	slab	-114	100	-153
401	rechiseled:cobbled_deepslate_bricks_stairs_connecting	stairs	-111	100	-153
402	rechiseled:cobbled_deepslate_large_tiles_connecting	full	-108	100	-153
403	rechiseled:cobbled_deepslate_large_tiles_slab_connecting	slab	-105	100	-153
404	rechiseled:cobbled_deepslate_large_tiles_stairs_connecting	stairs	-102	100	-153
405	rechiseled:cobbled_deepslate_paving_connecting	full	-99	100	-153
406	rechiseled:cobbled_deepslate_paving_slab_connecting	slab	-96	100	-153
407	rechiseled:cobbled_deepslate_paving_stairs_connecting	stairs	-93	100	-153
408	rechiseled:cobbled_deepslate_pillar_connecting	axis	-90	100	-153
409	rechiseled:cobbled_deepslate_pillar_slab_connecting	slab	-87	100	-153
410	rechiseled:cobbled_deepslate_pillar_stairs_connecting	stairs	-84	100	-153
411	rechiseled:cobbled_deepslate_pulverized_connecting	full	-81	100	-153
412	rechiseled:cobbled_deepslate_pulverized_slab_connecting	slab	-78	100	-153
413	rechiseled:cobbled_deepslate_pulverized_stairs_connecting	stairs	-75	100	-153
414	rechiseled:cobbled_deepslate_rotated_bricks_connecting	full	-72	100	-153
415	rechiseled:cobbled_deepslate_rotated_bricks_slab_connecting	slab	-69	100	-153
416	rechiseled:cobbled_deepslate_rotated_bricks_stairs_connecting	stairs	-66	100	-153
417	rechiseled:cobbled_deepslate_small_tiles_connecting	full	-63	100	-153
418	rechiseled:cobbled_deepslate_small_tiles_slab_connecting	slab	-60	100	-153
419	rechiseled:cobbled_deepslate_small_tiles_stairs_connecting	stairs	-57	100	-153
420	rechiseled:cobbled_deepslate_squares_connecting	full	-180	100	-150
421	rechiseled:cobbled_deepslate_squares_slab_connecting	slab	-177	100	-150
422	rechiseled:cobbled_deepslate_squares_stairs_connecting	stairs	-174	100	-150
423	rechiseled:cobbled_deepslate_stripes_connecting	full	-171	100	-150
424	rechiseled:cobbled_deepslate_stripes_slab_connecting	slab	-168	100	-150
425	rechiseled:cobbled_deepslate_stripes_stairs_connecting	stairs	-165	100	-150
426	rechiseled:cobbled_deepslate_tiles_connecting	full	-162	100	-150
427	rechiseled:cobbled_deepslate_tiles_slab_connecting	slab	-159	100	-150
428	rechiseled:cobbled_deepslate_tiles_stairs_connecting	stairs	-156	100	-150
429	rechiseled:cobbled_deepslate_worn_stripes_connecting	full	-153	100	-150
430	rechiseled:cobbled_deepslate_worn_stripes_slab_connecting	slab	-150	100	-150
431	rechiseled:cobbled_deepslate_worn_stripes_stairs_connecting	stairs	-147	100	-150
432	rechiseled:cobblestone_beams_connecting	full	-144	100	-150
433	rechiseled:cobblestone_beams_slab_connecting	slab	-141	100	-150
434	rechiseled:cobblestone_beams_stairs_connecting	stairs	-138	100	-150
435	rechiseled:cobblestone_brick_pattern_connecting	full	-135	100	-150
436	rechiseled:cobblestone_brick_pattern_slab_connecting	slab	-132	100	-150
437	rechiseled:cobblestone_brick_pattern_stairs_connecting	stairs	-129	100	-150
438	rechiseled:cobblestone_brick_paving_connecting	full	-126	100	-150
439	rechiseled:cobblestone_brick_paving_slab_connecting	slab	-123	100	-150
440	rechiseled:cobblestone_brick_paving_stairs_connecting	stairs	-120	100	-150
441	rechiseled:cobblestone_chiseled_border_connecting	full	-117	100	-150
442	rechiseled:cobblestone_chiseled_border_slab_connecting	slab	-114	100	-150
443	rechiseled:cobblestone_chiseled_border_stairs_connecting	stairs	-111	100	-150
444	rechiseled:cobblestone_crosses_connecting	full	-108	100	-150
445	rechiseled:cobblestone_crosses_slab_connecting	slab	-105	100	-150
446	rechiseled:cobblestone_crosses_stairs_connecting	stairs	-102	100	-150
447	rechiseled:cobblestone_dented_connecting	full	-99	100	-150
448	rechiseled:cobblestone_dented_slab_connecting	slab	-96	100	-150
449	rechiseled:cobblestone_dented_stairs_connecting	stairs	-93	100	-150
450	rechiseled:cobblestone_inverted_dented_connecting	full	-90	100	-150
451	rechiseled:cobblestone_inverted_dented_slab_connecting	slab	-87	100	-150
452	rechiseled:cobblestone_inverted_dented_stairs_connecting	stairs	-84	100	-150
453	rechiseled:cobblestone_paving_connecting	full	-81	100	-150
454	rechiseled:cobblestone_paving_slab_connecting	slab	-78	100	-150
455	rechiseled:cobblestone_paving_stairs_connecting	stairs	-75	100	-150
456	rechiseled:cobblestone_pillar_connecting	axis	-72	100	-150
457	rechiseled:cobblestone_pillar_slab_connecting	slab	-69	100	-150
458	rechiseled:cobblestone_pillar_stairs_connecting	stairs	-66	100	-150
459	rechiseled:cobblestone_pulverized_connecting	full	-63	100	-150
460	rechiseled:cobblestone_pulverized_slab_connecting	slab	-60	100	-150
461	rechiseled:cobblestone_pulverized_stairs_connecting	stairs	-57	100	-150
462	rechiseled:cobblestone_rotated_bricks_connecting	full	-180	100	-147
463	rechiseled:cobblestone_rotated_bricks_slab_connecting	slab	-177	100	-147
464	rechiseled:cobblestone_rotated_bricks_stairs_connecting	stairs	-174	100	-147
465	rechiseled:cobblestone_small_tiles_connecting	full	-171	100	-147
466	rechiseled:cobblestone_small_tiles_slab_connecting	slab	-168	100	-147
467	rechiseled:cobblestone_small_tiles_stairs_connecting	stairs	-165	100	-147
468	rechiseled:cobblestone_squares_connecting	full	-162	100	-147
469	rechiseled:cobblestone_squares_slab_connecting	slab	-159	100	-147
470	rechiseled:cobblestone_squares_stairs_connecting	stairs	-156	100	-147
471	rechiseled:cobblestone_stripes_connecting	full	-153	100	-147
472	rechiseled:cobblestone_stripes_slab_connecting	slab	-150	100	-147
473	rechiseled:cobblestone_stripes_stairs_connecting	stairs	-147	100	-147
474	rechiseled:cobblestone_tiles_connecting	full	-144	100	-147
475	rechiseled:cobblestone_tiles_slab_connecting	slab	-141	100	-147
476	rechiseled:cobblestone_tiles_stairs_connecting	stairs	-138	100	-147
477	rechiseled:cobblestone_worn_stripes_connecting	full	-135	100	-147
478	rechiseled:cobblestone_worn_stripes_slab_connecting	slab	-132	100	-147
479	rechiseled:cobblestone_worn_stripes_stairs_connecting	stairs	-129	100	-147
480	rechiseled:copper_block_bars_connecting	full	-126	100	-147
481	rechiseled:copper_block_bars_slab_connecting	slab	-123	100	-147
482	rechiseled:copper_block_bars_stairs_connecting	stairs	-120	100	-147
483	rechiseled:copper_block_circles_connecting	full	-117	100	-147
484	rechiseled:copper_block_circles_slab_connecting	slab	-114	100	-147
485	rechiseled:copper_block_circles_stairs_connecting	stairs	-111	100	-147
486	rechiseled:copper_block_gears_connecting	full	-108	100	-147
487	rechiseled:copper_block_gears_slab_connecting	slab	-105	100	-147
488	rechiseled:copper_block_gears_stairs_connecting	stairs	-102	100	-147
489	rechiseled:copper_block_lines_connecting	full	-99	100	-147
490	rechiseled:copper_block_lines_slab_connecting	slab	-96	100	-147
491	rechiseled:copper_block_lines_stairs_connecting	stairs	-93	100	-147
492	rechiseled:copper_block_pattern_connecting	full	-90	100	-147
493	rechiseled:copper_block_pattern_slab_connecting	slab	-87	100	-147
494	rechiseled:copper_block_pattern_stairs_connecting	stairs	-84	100	-147
495	rechiseled:copper_block_pillar_connecting	axis	-81	100	-147
496	rechiseled:copper_block_pillar_slab_connecting	slab	-78	100	-147
497	rechiseled:copper_block_pillar_stairs_connecting	stairs	-75	100	-147
498	rechiseled:copper_block_polished_connecting	full	-72	100	-147
499	rechiseled:copper_block_polished_slab_connecting	slab	-69	100	-147
500	rechiseled:copper_block_polished_stairs_connecting	stairs	-66	100	-147
501	rechiseled:copper_block_shafts_connecting	full	-63	100	-147
502	rechiseled:copper_block_shafts_slab_connecting	slab	-60	100	-147
503	rechiseled:copper_block_shafts_stairs_connecting	stairs	-57	100	-147
504	rechiseled:copper_block_small_bricks_connecting	full	-180	100	-144
505	rechiseled:copper_block_small_bricks_slab_connecting	slab	-177	100	-144
506	rechiseled:copper_block_small_bricks_stairs_connecting	stairs	-174	100	-144
507	rechiseled:crimson_planks_beams_connecting	full	-171	100	-144
508	rechiseled:crimson_planks_beams_slab_connecting	slab	-168	100	-144
509	rechiseled:crimson_planks_beams_stairs_connecting	stairs	-165	100	-144
510	rechiseled:crimson_planks_brick_pattern_connecting	full	-162	100	-144
511	rechiseled:crimson_planks_brick_pattern_slab_connecting	slab	-159	100	-144
512	rechiseled:crimson_planks_brick_pattern_stairs_connecting	stairs	-156	100	-144
513	rechiseled:crimson_planks_brick_paving_connecting	full	-153	100	-144
514	rechiseled:crimson_planks_brick_paving_slab_connecting	slab	-150	100	-144
515	rechiseled:crimson_planks_brick_paving_stairs_connecting	stairs	-147	100	-144
516	rechiseled:crimson_planks_bricks_connecting	full	-144	100	-144
517	rechiseled:crimson_planks_bricks_slab_connecting	slab	-141	100	-144
518	rechiseled:crimson_planks_bricks_stairs_connecting	stairs	-138	100	-144
519	rechiseled:crimson_planks_crate_connecting	full	-135	100	-144
520	rechiseled:crimson_planks_crate_slab_connecting	slab	-132	100	-144
521	rechiseled:crimson_planks_crate_stairs_connecting	stairs	-129	100	-144
522	rechiseled:crimson_planks_diagonal_stripes_connecting	full	-126	100	-144
523	rechiseled:crimson_planks_diagonal_stripes_slab_connecting	slab	-123	100	-144
524	rechiseled:crimson_planks_diagonal_stripes_stairs_connecting	stairs	-120	100	-144
525	rechiseled:crimson_planks_diagonal_tiles_connecting	full	-117	100	-144
526	rechiseled:crimson_planks_diagonal_tiles_slab_connecting	slab	-114	100	-144
527	rechiseled:crimson_planks_diagonal_tiles_stairs_connecting	stairs	-111	100	-144
528	rechiseled:crimson_planks_dotted_connecting	full	-108	100	-144
529	rechiseled:crimson_planks_dotted_slab_connecting	slab	-105	100	-144
530	rechiseled:crimson_planks_dotted_stairs_connecting	stairs	-102	100	-144
531	rechiseled:crimson_planks_flooring_connecting	full	-99	100	-144
532	rechiseled:crimson_planks_flooring_slab_connecting	slab	-96	100	-144
533	rechiseled:crimson_planks_flooring_stairs_connecting	stairs	-93	100	-144
534	rechiseled:crimson_planks_large_tiles_connecting	full	-90	100	-144
535	rechiseled:crimson_planks_large_tiles_slab_connecting	slab	-87	100	-144
536	rechiseled:crimson_planks_large_tiles_stairs_connecting	stairs	-84	100	-144
537	rechiseled:crimson_planks_pattern_connecting	full	-81	100	-144
538	rechiseled:crimson_planks_pattern_slab_connecting	slab	-78	100	-144
539	rechiseled:crimson_planks_pattern_stairs_connecting	stairs	-75	100	-144
540	rechiseled:crimson_planks_rotated_bricks_connecting	full	-72	100	-144
541	rechiseled:crimson_planks_rotated_bricks_slab_connecting	slab	-69	100	-144
542	rechiseled:crimson_planks_rotated_bricks_stairs_connecting	stairs	-66	100	-144
543	rechiseled:crimson_planks_small_bricks_connecting	full	-63	100	-144
544	rechiseled:crimson_planks_small_bricks_slab_connecting	slab	-60	100	-144
545	rechiseled:crimson_planks_small_bricks_stairs_connecting	stairs	-57	100	-144
546	rechiseled:crimson_planks_small_tiles_connecting	full	-180	100	-141
547	rechiseled:crimson_planks_small_tiles_slab_connecting	slab	-177	100	-141
548	rechiseled:crimson_planks_small_tiles_stairs_connecting	stairs	-174	100	-141
549	rechiseled:crimson_planks_squares_connecting	full	-171	100	-141
550	rechiseled:crimson_planks_squares_slab_connecting	slab	-168	100	-141
551	rechiseled:crimson_planks_squares_stairs_connecting	stairs	-165	100	-141
552	rechiseled:crimson_planks_tiles_connecting	full	-162	100	-141
553	rechiseled:crimson_planks_tiles_slab_connecting	slab	-159	100	-141
554	rechiseled:crimson_planks_tiles_stairs_connecting	stairs	-156	100	-141
555	rechiseled:crimson_planks_wavy_connecting	full	-153	100	-141
556	rechiseled:crimson_planks_wavy_slab_connecting	slab	-150	100	-141
557	rechiseled:crimson_planks_wavy_stairs_connecting	stairs	-147	100	-141
558	rechiseled:crimson_planks_woven_connecting	full	-144	100	-141
559	rechiseled:crimson_planks_woven_slab_connecting	slab	-141	100	-141
560	rechiseled:crimson_planks_woven_stairs_connecting	stairs	-138	100	-141
561	rechiseled:dark_oak_planks_beams_connecting	full	-135	100	-141
562	rechiseled:dark_oak_planks_beams_slab_connecting	slab	-132	100	-141
563	rechiseled:dark_oak_planks_beams_stairs_connecting	stairs	-129	100	-141
564	rechiseled:dark_oak_planks_brick_pattern_connecting	full	-126	100	-141
565	rechiseled:dark_oak_planks_brick_pattern_slab_connecting	slab	-123	100	-141
566	rechiseled:dark_oak_planks_brick_pattern_stairs_connecting	stairs	-120	100	-141
567	rechiseled:dark_oak_planks_brick_paving_connecting	full	-117	100	-141
568	rechiseled:dark_oak_planks_brick_paving_slab_connecting	slab	-114	100	-141
569	rechiseled:dark_oak_planks_brick_paving_stairs_connecting	stairs	-111	100	-141
570	rechiseled:dark_oak_planks_bricks_connecting	full	-108	100	-141
571	rechiseled:dark_oak_planks_bricks_slab_connecting	slab	-105	100	-141
572	rechiseled:dark_oak_planks_bricks_stairs_connecting	stairs	-102	100	-141
573	rechiseled:dark_oak_planks_crate_connecting	full	-99	100	-141
574	rechiseled:dark_oak_planks_crate_slab_connecting	slab	-96	100	-141
575	rechiseled:dark_oak_planks_crate_stairs_connecting	stairs	-93	100	-141
576	rechiseled:dark_oak_planks_diagonal_stripes_connecting	full	-90	100	-141
577	rechiseled:dark_oak_planks_diagonal_stripes_slab_connecting	slab	-87	100	-141
578	rechiseled:dark_oak_planks_diagonal_stripes_stairs_connecting	stairs	-84	100	-141
579	rechiseled:dark_oak_planks_diagonal_tiles_connecting	full	-81	100	-141
580	rechiseled:dark_oak_planks_diagonal_tiles_slab_connecting	slab	-78	100	-141
581	rechiseled:dark_oak_planks_diagonal_tiles_stairs_connecting	stairs	-75	100	-141
582	rechiseled:dark_oak_planks_dotted_connecting	full	-72	100	-141
583	rechiseled:dark_oak_planks_dotted_slab_connecting	slab	-69	100	-141
584	rechiseled:dark_oak_planks_dotted_stairs_connecting	stairs	-66	100	-141
585	rechiseled:dark_oak_planks_flooring_connecting	full	-63	100	-141
586	rechiseled:dark_oak_planks_flooring_slab_connecting	slab	-60	100	-141
587	rechiseled:dark_oak_planks_flooring_stairs_connecting	stairs	-57	100	-141
588	rechiseled:dark_oak_planks_large_tiles_connecting	full	-180	100	-138
589	rechiseled:dark_oak_planks_large_tiles_slab_connecting	slab	-177	100	-138
590	rechiseled:dark_oak_planks_large_tiles_stairs_connecting	stairs	-174	100	-138
591	rechiseled:dark_oak_planks_pattern_connecting	full	-171	100	-138
592	rechiseled:dark_oak_planks_pattern_slab_connecting	slab	-168	100	-138
593	rechiseled:dark_oak_planks_pattern_stairs_connecting	stairs	-165	100	-138
594	rechiseled:dark_oak_planks_rotated_bricks_connecting	full	-162	100	-138
595	rechiseled:dark_oak_planks_rotated_bricks_slab_connecting	slab	-159	100	-138
596	rechiseled:dark_oak_planks_rotated_bricks_stairs_connecting	stairs	-156	100	-138
597	rechiseled:dark_oak_planks_small_bricks_connecting	full	-153	100	-138
598	rechiseled:dark_oak_planks_small_bricks_slab_connecting	slab	-150	100	-138
599	rechiseled:dark_oak_planks_small_bricks_stairs_connecting	stairs	-147	100	-138
600	rechiseled:dark_oak_planks_small_tiles_connecting	full	-144	100	-138
601	rechiseled:dark_oak_planks_small_tiles_slab_connecting	slab	-141	100	-138
602	rechiseled:dark_oak_planks_small_tiles_stairs_connecting	stairs	-138	100	-138
603	rechiseled:dark_oak_planks_squares_connecting	full	-135	100	-138
604	rechiseled:dark_oak_planks_squares_slab_connecting	slab	-132	100	-138
605	rechiseled:dark_oak_planks_squares_stairs_connecting	stairs	-129	100	-138
606	rechiseled:dark_oak_planks_tiles_connecting	full	-126	100	-138
607	rechiseled:dark_oak_planks_tiles_slab_connecting	slab	-123	100	-138
608	rechiseled:dark_oak_planks_tiles_stairs_connecting	stairs	-120	100	-138
609	rechiseled:dark_oak_planks_wavy_connecting	full	-117	100	-138
610	rechiseled:dark_oak_planks_wavy_slab_connecting	slab	-114	100	-138
611	rechiseled:dark_oak_planks_wavy_stairs_connecting	stairs	-111	100	-138
612	rechiseled:dark_oak_planks_woven_connecting	full	-108	100	-138
613	rechiseled:dark_oak_planks_woven_slab_connecting	slab	-105	100	-138
614	rechiseled:dark_oak_planks_woven_stairs_connecting	stairs	-102	100	-138
615	rechiseled:dark_prismarine_beams_connecting	full	-99	100	-138
616	rechiseled:dark_prismarine_beams_slab_connecting	slab	-96	100	-138
617	rechiseled:dark_prismarine_beams_stairs_connecting	stairs	-93	100	-138
618	rechiseled:dark_prismarine_brick_paving_connecting	full	-90	100	-138
619	rechiseled:dark_prismarine_brick_paving_slab_connecting	slab	-87	100	-138
620	rechiseled:dark_prismarine_brick_paving_stairs_connecting	stairs	-84	100	-138
621	rechiseled:dark_prismarine_bricks_connecting	full	-81	100	-138
622	rechiseled:dark_prismarine_bricks_slab_connecting	slab	-78	100	-138
623	rechiseled:dark_prismarine_bricks_stairs_connecting	stairs	-75	100	-138
624	rechiseled:dark_prismarine_dotted_connecting	full	-72	100	-138
625	rechiseled:dark_prismarine_dotted_slab_connecting	slab	-69	100	-138
626	rechiseled:dark_prismarine_dotted_stairs_connecting	stairs	-66	100	-138
627	rechiseled:dark_prismarine_fabric_connecting	full	-63	100	-138
628	rechiseled:dark_prismarine_fabric_slab_connecting	slab	-60	100	-138
629	rechiseled:dark_prismarine_fabric_stairs_connecting	stairs	-57	100	-138
630	rechiseled:dark_prismarine_large_tiles_connecting	full	-180	100	-135
631	rechiseled:dark_prismarine_large_tiles_slab_connecting	slab	-177	100	-135
632	rechiseled:dark_prismarine_large_tiles_stairs_connecting	stairs	-174	100	-135
633	rechiseled:dark_prismarine_rotated_bricks_connecting	full	-171	100	-135
634	rechiseled:dark_prismarine_rotated_bricks_slab_connecting	slab	-168	100	-135
635	rechiseled:dark_prismarine_rotated_bricks_stairs_connecting	stairs	-165	100	-135
636	rechiseled:dark_prismarine_rows_connecting	full	-162	100	-135
637	rechiseled:dark_prismarine_rows_slab_connecting	slab	-159	100	-135
638	rechiseled:dark_prismarine_rows_stairs_connecting	stairs	-156	100	-135
639	rechiseled:dark_prismarine_squares_connecting	full	-153	100	-135
640	rechiseled:dark_prismarine_squares_slab_connecting	slab	-150	100	-135
641	rechiseled:dark_prismarine_squares_stairs_connecting	stairs	-147	100	-135
642	rechiseled:dark_prismarine_tiles_connecting	full	-144	100	-135
643	rechiseled:dark_prismarine_tiles_slab_connecting	slab	-141	100	-135
644	rechiseled:dark_prismarine_tiles_stairs_connecting	stairs	-138	100	-135
645	rechiseled:dark_prismarine_wavy_connecting	full	-135	100	-135
646	rechiseled:dark_prismarine_wavy_slab_connecting	slab	-132	100	-135
647	rechiseled:dark_prismarine_wavy_stairs_connecting	stairs	-129	100	-135
648	rechiseled:dark_prismarine_woven_connecting	full	-126	100	-135
649	rechiseled:dark_prismarine_woven_slab_connecting	slab	-123	100	-135
650	rechiseled:dark_prismarine_woven_stairs_connecting	stairs	-120	100	-135
651	rechiseled:diamond_block_chiseled_connecting	full	-117	100	-135
652	rechiseled:diamond_block_chiseled_cubes_connecting	full	-114	100	-135
653	rechiseled:diamond_block_chiseled_cubes_slab_connecting	slab	-111	100	-135
654	rechiseled:diamond_block_chiseled_cubes_stairs_connecting	stairs	-108	100	-135
655	rechiseled:diamond_block_chiseled_slab_connecting	slab	-105	100	-135
656	rechiseled:diamond_block_chiseled_stairs_connecting	stairs	-102	100	-135
657	rechiseled:diamond_block_connecting_connecting	full	-99	100	-135
658	rechiseled:diamond_block_connecting_slab_connecting	slab	-96	100	-135
659	rechiseled:diamond_block_connecting_stairs_connecting	stairs	-93	100	-135
660	rechiseled:diamond_block_grid_connecting	full	-90	100	-135
661	rechiseled:diamond_block_grid_slab_connecting	slab	-87	100	-135
662	rechiseled:diamond_block_grid_stairs_connecting	stairs	-84	100	-135
663	rechiseled:diamond_block_jewel_block_connecting	full	-81	100	-135
664	rechiseled:diamond_block_jewel_block_slab_connecting	slab	-78	100	-135
665	rechiseled:diamond_block_jewel_block_stairs_connecting	stairs	-75	100	-135
666	rechiseled:diamond_block_polished_connecting	full	-72	100	-135
667	rechiseled:diamond_block_polished_slab_connecting	slab	-69	100	-135
668	rechiseled:diamond_block_polished_stairs_connecting	stairs	-66	100	-135
669	rechiseled:diamond_block_rhombuses_connecting	full	-63	100	-135
670	rechiseled:diamond_block_rhombuses_slab_connecting	slab	-60	100	-135
671	rechiseled:diamond_block_rhombuses_stairs_connecting	stairs	-57	100	-135
672	rechiseled:diamond_block_shiny_bordered_connecting	full	-180	100	-132
673	rechiseled:diamond_block_shiny_bordered_slab_connecting	slab	-177	100	-132
674	rechiseled:diamond_block_shiny_bordered_stairs_connecting	stairs	-174	100	-132
675	rechiseled:diamond_block_small_tiles_connecting	full	-171	100	-132
676	rechiseled:diamond_block_small_tiles_slab_connecting	slab	-168	100	-132
677	rechiseled:diamond_block_small_tiles_stairs_connecting	stairs	-165	100	-132
678	rechiseled:diorite_brick_pattern_connecting	full	-162	100	-132
679	rechiseled:diorite_brick_pattern_slab_connecting	slab	-159	100	-132
680	rechiseled:diorite_brick_pattern_stairs_connecting	stairs	-156	100	-132
681	rechiseled:diorite_brick_paving_connecting	full	-153	100	-132
682	rechiseled:diorite_brick_paving_slab_connecting	slab	-150	100	-132
683	rechiseled:diorite_brick_paving_stairs_connecting	stairs	-147	100	-132
684	rechiseled:diorite_bricks_connecting	full	-144	100	-132
685	rechiseled:diorite_bricks_slab_connecting	slab	-141	100	-132
686	rechiseled:diorite_bricks_stairs_connecting	stairs	-138	100	-132
687	rechiseled:diorite_diagonal_bricks_connecting	full	-135	100	-132
688	rechiseled:diorite_diagonal_bricks_slab_connecting	slab	-132	100	-132
689	rechiseled:diorite_diagonal_bricks_stairs_connecting	stairs	-129	100	-132
690	rechiseled:diorite_dotted_connecting	full	-126	100	-132
691	rechiseled:diorite_dotted_slab_connecting	slab	-123	100	-132
692	rechiseled:diorite_dotted_stairs_connecting	stairs	-120	100	-132
693	rechiseled:diorite_paving_connecting	full	-117	100	-132
694	rechiseled:diorite_paving_slab_connecting	slab	-114	100	-132
695	rechiseled:diorite_paving_stairs_connecting	stairs	-111	100	-132
696	rechiseled:diorite_polished_connecting	full	-108	100	-132
697	rechiseled:diorite_polished_slab_connecting	slab	-105	100	-132
698	rechiseled:diorite_polished_stairs_connecting	stairs	-102	100	-132
699	rechiseled:diorite_rotated_bricks_connecting	full	-99	100	-132
700	rechiseled:diorite_rotated_bricks_slab_connecting	slab	-96	100	-132
701	rechiseled:diorite_rotated_bricks_stairs_connecting	stairs	-93	100	-132
702	rechiseled:diorite_squares_connecting	full	-90	100	-132
703	rechiseled:diorite_squares_slab_connecting	slab	-87	100	-132
704	rechiseled:diorite_squares_stairs_connecting	stairs	-84	100	-132
705	rechiseled:diorite_tiles_connecting	full	-81	100	-132
706	rechiseled:diorite_tiles_slab_connecting	slab	-78	100	-132
707	rechiseled:diorite_tiles_stairs_connecting	stairs	-75	100	-132
708	rechiseled:diorite_wavy_connecting	full	-72	100	-132
709	rechiseled:diorite_wavy_slab_connecting	slab	-69	100	-132
710	rechiseled:diorite_wavy_stairs_connecting	stairs	-66	100	-132
711	rechiseled:dirt_blobs_connecting	full	-63	100	-132
712	rechiseled:dirt_blobs_slab_connecting	slab	-60	100	-132
713	rechiseled:dirt_blobs_stairs_connecting	stairs	-57	100	-132
714	rechiseled:dirt_bricks_connecting	full	-180	100	-129
715	rechiseled:dirt_bricks_slab_connecting	slab	-177	100	-129
716	rechiseled:dirt_bricks_stairs_connecting	stairs	-174	100	-129
717	rechiseled:dirt_chunks_connecting	full	-171	100	-129
718	rechiseled:dirt_chunks_slab_connecting	slab	-168	100	-129
719	rechiseled:dirt_chunks_stairs_connecting	stairs	-165	100	-129
720	rechiseled:dirt_clumps_connecting	full	-162	100	-129
721	rechiseled:dirt_clumps_slab_connecting	slab	-159	100	-129
722	rechiseled:dirt_clumps_stairs_connecting	stairs	-156	100	-129
723	rechiseled:dirt_large_tiles_connecting	full	-153	100	-129
724	rechiseled:dirt_large_tiles_slab_connecting	slab	-150	100	-129
725	rechiseled:dirt_large_tiles_stairs_connecting	stairs	-147	100	-129
726	rechiseled:dirt_small_bricks_connecting	full	-144	100	-129
727	rechiseled:dirt_small_bricks_slab_connecting	slab	-141	100	-129
728	rechiseled:dirt_small_bricks_stairs_connecting	stairs	-138	100	-129
729	rechiseled:dirt_small_tiles_connecting	full	-135	100	-129
730	rechiseled:dirt_small_tiles_slab_connecting	slab	-132	100	-129
731	rechiseled:dirt_small_tiles_stairs_connecting	stairs	-129	100	-129
732	rechiseled:dirt_smooth_clumps_connecting	full	-126	100	-129
733	rechiseled:dirt_smooth_clumps_slab_connecting	slab	-123	100	-129
734	rechiseled:dirt_smooth_clumps_stairs_connecting	stairs	-120	100	-129
735	rechiseled:dirt_soil_connecting	full	-117	100	-129
736	rechiseled:dirt_soil_slab_connecting	slab	-114	100	-129
737	rechiseled:dirt_soil_stairs_connecting	stairs	-111	100	-129
738	rechiseled:dirt_squares_connecting	full	-108	100	-129
739	rechiseled:dirt_squares_slab_connecting	slab	-105	100	-129
740	rechiseled:dirt_squares_stairs_connecting	stairs	-102	100	-129
741	rechiseled:dirt_tiles_connecting	full	-99	100	-129
742	rechiseled:dirt_tiles_slab_connecting	slab	-96	100	-129
743	rechiseled:dirt_tiles_stairs_connecting	stairs	-93	100	-129
744	rechiseled:dirt_tilled_connecting	full	-90	100	-129
745	rechiseled:dirt_tilled_slab_connecting	slab	-87	100	-129
746	rechiseled:dirt_tilled_stairs_connecting	stairs	-84	100	-129
747	rechiseled:emerald_block_bordered_crosses_connecting	full	-81	100	-129
748	rechiseled:emerald_block_bordered_crosses_slab_connecting	slab	-78	100	-129
749	rechiseled:emerald_block_bordered_crosses_stairs_connecting	stairs	-75	100	-129
750	rechiseled:emerald_block_bordered_plating_connecting	full	-72	100	-129
751	rechiseled:emerald_block_bordered_plating_slab_connecting	slab	-69	100	-129
752	rechiseled:emerald_block_bordered_plating_stairs_connecting	stairs	-66	100	-129
753	rechiseled:emerald_block_chiseled_connecting	full	-63	100	-129
754	rechiseled:emerald_block_chiseled_slab_connecting	slab	-60	100	-129
755	rechiseled:emerald_block_chiseled_stairs_connecting	stairs	-57	100	-129
756	rechiseled:emerald_block_clovers_connecting	full	-180	100	-126
757	rechiseled:emerald_block_clovers_slab_connecting	slab	-177	100	-126
